Date,Location,MaxTemp,MinTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm
2016-03-14,Perth,39.8,26,0,24,15,31,17,1013.4,1008.6
2016-03-15,Perth,28.9,22.6,0,7,13,73,64,1009.8,1007.1
2016-03-16,Perth,26.2,19.5,0,17,22,69,50,1012.1,1010.1
2016-03-17,Perth,28.5,16.2,0,15,11,53,26,1016.1,1011.4
2016-03-18,Perth,29.8,16.9,0,13,13,54,38,1014.5,1010
2016-03-19,Perth,25.2,20.7,0,7,11,54,59,1012,1009
2016-03-20,Perth,31.6,17.1,1.2,9,13,64,46,1013.6,1010.3
2016-03-21,Perth,33.3,19.1,0,6,17,52,46,1011.5,1009.1
2016-03-22,Perth,27.3,20.7,0,11,15,68,57,1012.3,1011.4
2016-03-23,Perth,24,19.2,0,13,13,72,60,1017.9,1016.4
2016-03-24,Perth,27.1,18.5,0,13,11,71,57,1022.6,1020.1
2016-03-25,Perth,32.7,20.9,0,13,6,62,46,1020.8,1017.6
2016-03-26,Perth,23,19.9,9,6,9,94,94,1019.9,1016.5
2016-03-27,Perth,23,16.9,6.6,13,17,76,56,1019,1018.4
2016-03-28,Perth,26,13.2,0,9,11,68,42,1024.1,1021.9
2016-03-29,Perth,28.4,12.7,0,9,15,62,40,1025.8,1021.8
2016-03-30,Perth,30.1,13.4,0,11,7,57,37,1023.2,1018.2
2016-03-31,Perth,25.7,13.4,0,11,17,70,59,1016.5,1014.8
2016-04-01,Perth,25.3,15.8,0,4,15,70,54,1018,1017
2016-04-02,Perth,30.5,14.1,0,9,7,65,39,1022.6,1018.8
2016-04-03,Perth,33.8,15.5,0,7,13,52,36,1020.8,1016.7
2016-04-04,Perth,25.1,15.3,0,13,19,77,63,1018,1016
2016-04-05,Perth,22.4,13.2,0,15,15,60,32,1024.7,1022.8
2016-04-06,Perth,24.3,10.2,0,13,13,54,33,1028.9,1025
2016-04-07,Perth,24.8,13.7,0,11,9,58,34,1025.6,1021.2
2016-04-08,Perth,27.5,15.9,0,9,11,51,40,1019.1,1016.3
2016-04-09,Perth,24.1,17.6,0,7,11,68,63,1019.8,1018
2016-04-10,Perth,26.5,17.4,11.2,15,15,65,52,1020.8,1018.6
2016-04-11,Perth,23.7,20.8,0.2,22,19,65,91,1020.7,1021.7
2016-04-12,Perth,25,18.9,5,9,11,92,74,1021.8,1018.7
2016-04-13,Perth,24.9,20,3.4,0,11,89,67,1020.2,1018.6
2016-04-14,Perth,23.8,13.9,0,6,13,86,71,1022.6,1021.8
2016-04-15,Perth,26.7,13.9,0,11,9,63,49,1025.2,1021.6
2016-04-16,Perth,32.6,18,0,13,13,61,43,1017.9,1014.5
2016-04-17,Perth,24.4,17.8,1.6,7,13,97,82,1017,1014.6
2016-04-18,Perth,23.3,15.5,0,0,7,84,69,1016.4,1013.9
2016-04-19,Perth,24.3,15.4,25.8,2,13,97,64,1015.1,1015.1
2016-04-20,Perth,24.5,13,0.2,6,17,74,56,1024.2,1023.3
2016-04-21,Perth,25.5,12.4,0,15,11,69,46,1029.1,1025.3
2016-04-22,Perth,26.1,14.6,0,15,13,57,37,1027.1,1023.1
2016-04-23,Perth,30,17,0,20,11,47,27,1021.1,1016.7
2016-04-24,Perth,26.5,15.9,0,0,9,51,67,1014.9,1013.8
2016-04-25,Perth,21,18.8,2.6,9,9,94,80,1014.2,1012.6
2016-04-26,Perth,21.5,17.5,9.2,15,11,79,75,1009.9,1012
2016-04-27,Perth,19.5,10.1,2,2,7,83,49,1018.6,1016.3
2016-04-28,Perth,20.9,10.8,2,9,24,80,68,1015.7,1013.8
2016-04-29,Perth,21.4,13,1.2,13,17,82,49,1016.2,1014.5
2016-04-30,Perth,19.6,12.4,3.8,9,9,64,46,1021,1019.7
2016-05-01,Perth,19.4,12.8,0,4,11,58,50,1023.6,1020.8
2016-05-02,Perth,20.6,9.9,0,9,6,69,78,1022.2,1020.2
2016-05-03,Perth,21.5,9.7,0.2,6,7,82,60,1022.4,1019.6
2016-05-04,Perth,22.3,11.2,0,7,11,82,59,1018,1014.6
2016-05-05,Perth,21,11.6,0,6,6,85,69,1016.5,1013.6
2016-05-06,Perth,20.3,13.2,1.6,7,11,93,71,1012.9,1008
2016-05-07,Perth,18.6,12.4,18,9,24,86,63,1008.5,1009.9
2016-05-08,Perth,17,4.6,1.2,9,15,65,46,1019.8,1019
2016-05-09,Perth,20.9,5,0,0,9,67,50,1025.5,1023.8
2016-05-10,Perth,22.8,7,0,6,11,82,45,1029,1026
2016-05-11,Perth,25.5,7.3,0,7,11,69,42,1024.7,1020.8
2016-05-12,Perth,25.5,6,0,11,11,59,50,1016.6,1014.4
2016-05-13,Perth,22.7,10.5,0,9,9,86,68,1016.2,1014.3
2016-05-14,Perth,22.3,13.9,4.6,0,13,98,51,1018.7,1018.4
2016-05-15,Perth,22.4,10.2,0,9,15,78,62,1018.7,1017.2
2016-05-16,Perth,21.2,9.4,2.2,6,7,78,46,1022,1018.7
2016-05-17,Perth,21.5,8.9,0,9,11,80,57,1021.8,1020.8
2016-05-18,Perth,22,12.5,3.6,7,9,87,67,1023.5,1020.9
2016-05-19,Perth,19.8,13.1,0,4,2,92,62,1019.5,1015.5
2016-05-20,Perth,22,9.1,0,9,13,78,61,1013,1008.1
2016-05-21,Perth,17.5,15.1,36.4,11,26,98,50,996.4,1001.9
2016-05-22,Perth,19.6,10.5,8.6,2,15,80,56,1017,1018.8
2016-05-23,Perth,20.6,10.6,2.8,9,19,84,44,1019.8,1012.4
2016-05-24,Perth,19.5,13.2,23.8,17,15,71,69,1007,1008.1
2016-05-25,Perth,19.2,10.1,2.6,7,9,92,58,1012.4,1011.6
2016-05-26,Perth,19.8,12.8,2.2,0,13,72,63,1017.3,1019.3
2016-05-27,Perth,20.7,7,0.4,6,9,79,43,1022.9,1018
2016-05-28,Perth,20,12.5,3.4,13,15,54,49,1014.9,1014.3
2016-05-29,Perth,19.3,11,0.4,7,2,80,50,1019.6,1017.5
2016-05-30,Perth,20,7.3,0,7,4,66,42,1020.1,1017.3
2016-05-31,Perth,20.6,5,0,4,13,69,43,1021.3,1019.1
2016-06-01,Perth,21.2,4.9,0,6,9,71,39,1023.2,1019.9
2016-06-02,Perth,21.4,8.5,0,11,13,59,42,1020.8,1015.8
2016-06-03,Perth,24.3,14.3,0,15,13,64,71,1012.7,1010.5
2016-06-04,Perth,17.8,14.7,8.6,11,11,73,52,1015.6,1015.4
2016-06-05,Perth,18.1,9.5,0.4,7,6,68,48,1017.1,1013.6
2016-06-06,Perth,17.3,5.4,0,9,9,88,83,1011,1006.5
2016-06-07,Perth,14.2,10.9,19.4,9,20,82,61,1010.6,1013
2016-06-08,Perth,15.1,5.9,2.2,9,15,69,51,1025.5,1024.8
2016-06-09,Perth,17.3,8.3,0,9,9,66,58,1028.3,1025.8
2016-06-10,Perth,18.5,10.5,2,6,9,96,83,1026.8,1025.7
2016-06-11,Perth,19.6,8.1,2,15,13,70,51,1026.2,1022.5
2016-06-12,Perth,21.1,10.9,0,15,15,61,47,1018.9,1013.4
2016-06-13,Perth,18.5,11.5,26,4,11,99,65,1015.5,1016.3
2016-06-14,Perth,19.8,10.9,0,9,9,94,59,1022.9,1020.7
2016-06-15,Perth,19.1,8.3,0.2,0,6,94,61,1022.7,1020.1
2016-06-16,Perth,20.3,8.6,0,0,4,93,58,1021.9,1019.4
2016-06-17,Perth,17.4,10.5,0,11,11,75,64,1023,1021.5
2016-06-18,Perth,19.6,5.4,0,13,13,76,50,1021.8,1016.9
2016-06-19,Perth,20.6,8.8,0,9,11,71,74,1011.6,1008.5
2016-06-20,Perth,17.2,12.1,8.6,2,9,99,90,1010.2,1009
2016-06-21,Perth,16.8,8.5,3.6,2,9,79,53,1016.7,1015.8
2016-06-22,Perth,18.4,9.6,2,0,15,97,61,1017.7,1016.4
2016-06-23,Perth,16.9,9.1,2.2,0,9,99,52,1021.7,1020.4
2016-06-24,Perth,17.4,9.5,0,9,7,66,51,1020.8,1017.4
2016-06-25,Perth,17,9.5,9.6,6,13,98,56,1019.5,1020.4
2016-06-26,Perth,18.4,3.4,4.4,6,9,79,52,1026,1022.8
2016-06-27,Perth,17.9,6.6,0,7,11,67,40,1021.3,1016
2016-06-28,Perth,18.6,8,0.4,9,11,74,92,1013,1011.3
2016-06-29,Perth,19.2,9.7,17.8,6,15,95,60,1018.1,1019.3
2016-06-30,Perth,18.4,5,0,2,7,89,47,1027.2,1024.7
2016-07-01,Perth,19.3,2.9,0,6,6,85,42,1028.9,1025.2
2016-07-02,Perth,20.7,6.4,0,7,9,63,54,1024.8,1021.1
2016-07-03,Perth,16.6,6.3,0,4,17,82,57,1024,1023.9
2016-07-04,Perth,14.7,4.8,0.4,11,13,68,53,1030.3,1026.9
2016-07-05,Perth,16.7,8.2,0,7,13,70,59,1025.2,1022
2016-07-06,Perth,17.6,7.2,0,6,9,73,58,1022.1,1018.8
2016-07-07,Perth,15.9,10.1,0,15,11,79,70,1019.4,1015.3
2016-07-08,Perth,17.4,10.9,13.2,19,13,78,51,1009.9,1006.4
2016-07-09,Perth,14.5,8.2,27.4,19,11,74,88,1007.9,1008.8
2016-07-10,Perth,16.4,8.4,29.8,15,19,85,67,1014.1,1014.9
2016-07-11,Perth,16.6,6.8,2.6,0,17,99,58,1022.6,1022.6
2016-07-12,Perth,14.2,4.1,0.2,2,11,86,46,1030.5,1029.1
2016-07-13,Perth,16,0.6,0,7,13,76,42,1030.3,1025.5
2016-07-14,Perth,18.2,4,0,17,17,56,46,1020.7,1016
2016-07-15,Perth,22,10.8,0,11,19,50,41,1017.3,1015.1
2016-07-16,Perth,21.1,15.3,0,9,17,69,73,1012.8,1007.2
2016-07-17,Perth,19.4,14.3,32.8,13,17,74,52,1010.6,1010.3
2016-07-18,Perth,16.8,8.5,6.8,13,13,80,54,1020.3,1020
2016-07-19,Perth,18,3.6,0,7,4,81,48,1024,1020.3
2016-07-20,Perth,19,4.5,0,11,11,71,51,1017.5,1012.9
2016-07-21,Perth,15.3,8.8,15.4,13,17,91,51,1012.4,1013.8
2016-07-22,Perth,15.7,6.9,4,9,11,68,47,1023.4,1022.9
2016-07-23,Perth,17.1,8,0,6,15,75,91,1023.8,1022.4
2016-07-24,Perth,15.1,1.2,0.6,6,11,76,53,1029.1,1026.1
2016-07-25,Perth,17.1,6.7,0,6,4,72,52,1028.6,1026.5
2016-07-26,Perth,18.4,4.7,0,6,7,84,57,1029.2,1026.9
2016-07-27,Perth,19,5.1,0,0,9,98,54,1027,1023
2016-07-28,Perth,21.1,8.7,0,4,2,72,38,1022.8,1019.1
2016-07-29,Perth,22.5,10.6,0,11,20,72,69,1015.5,1011.4
2016-07-30,Perth,19.4,12.2,0,6,17,61,59,1017.7,1015.7
2016-07-31,Perth,15.6,12.3,6.4,20,15,83,67,1018.5,1023.2
2016-08-01,Perth,15.8,1.6,0.8,6,9,77,44,1031.9,1029
2016-08-02,Perth,17.3,2.3,0,11,11,61,40,1026.3,1021.3
2016-08-03,Perth,17.8,4.6,0,11,9,52,43,1016.4,1015.1
2016-08-04,Perth,15.9,11.8,3,6,6,97,82,1016.7,1015.3
2016-08-05,Perth,16.7,7.1,3,7,7,99,70,1019.9,1017.4
2016-08-06,Perth,17.7,9.2,0,17,11,80,77,1013.3,1008.9
2016-08-07,Perth,17.7,10.3,5,11,17,63,45,1013.4,1012.9
2016-08-08,Perth,15.1,10.3,12.2,15,22,69,71,1014.9,1015.8
2016-08-09,Perth,17,10.5,5.2,7,17,67,51,1021.5,1020.3
2016-08-10,Perth,18.4,8.6,4.8,7,11,93,63,1024.5,1022.1
2016-08-11,Perth,19.3,11.5,0.4,11,19,76,56,1020,1017.3
2016-08-12,Perth,17.9,4.9,5.4,4,9,89,43,1026.6,1024.8
2016-08-13,Perth,19.7,6.4,0,6,4,69,44,1027.7,1023.8
2016-08-14,Perth,21.9,4.6,0,6,11,68,43,1020,1013.9
2016-08-15,Perth,19.6,8.9,0.2,11,11,61,66,1012.8,1012.8
2016-08-16,Perth,19.9,7.4,4,11,17,91,52,1018.6,1015.4
2016-08-17,Perth,16.2,12.1,1.6,17,20,94,70,1002.9,1003.2
2016-08-18,Perth,15.4,5.5,17.4,0,17,81,55,1021.7,1021.7
2016-08-19,Perth,15.9,9.5,0,9,13,73,67,1024.7,1022.1
2016-08-20,Perth,17.9,9.1,2.8,7,15,97,58,1021.2,1019.2
2016-08-21,Perth,18.5,7.3,1.6,7,13,92,59,1019.2,1014.8
2016-08-22,Perth,16.3,7.5,7.4,13,15,72,49,1022.3,1020.9
2016-08-23,Perth,16.8,3.3,0,6,9,66,40,1025.3,1022.3
2016-08-24,Perth,17.1,3.8,0,9,9,66,42,1026.6,1023.5
2016-08-25,Perth,18.7,6.2,0,13,15,69,45,1025.4,1019.5
2016-08-26,Perth,21.5,12,0,17,13,46,40,1012.9,1007.6
2016-08-27,Perth,17,11.2,31,15,24,78,72,1003.1,1003.6
2016-08-28,Perth,16.5,10.9,7.6,15,22,69,63,1011.3,1010.8
2016-08-29,Perth,17.6,11.1,0,11,15,70,57,1016.7,1015.4
2016-08-30,Perth,18.2,4.5,0,11,9,77,57,1018.2,1015.3
2016-08-31,Perth,17.2,10.9,9.8,9,26,96,60,1012.7,1014.3
2016-09-01,Perth,17.2,5.3,1.6,6,13,75,54,1026.5,1023.7
2016-09-02,Perth,17.2,5.3,0,2,13,71,56,1023.4,1020.7
2016-09-03,Perth,19.5,6.8,0,7,9,79,43,1025.5,1021.8
2016-09-04,Perth,22.2,9,0,2,17,67,44,1021.3,1016.8
2016-09-05,Perth,19.9,9.5,0,9,15,78,59,1018.1,1015.3
2016-09-06,Perth,19.6,7.2,0,9,13,80,58,1013.4,1009.2
2016-09-07,Perth,17.5,12.3,6.2,20,19,62,54,1012.2,1013.9
2016-09-08,Perth,17.9,11.6,5.4,11,9,58,49,1024.2,1023.5
2016-09-09,Perth,19.2,7,0,7,11,74,62,1025.1,1021.7
2016-09-10,Perth,20.5,12.3,0,9,15,82,64,1021.3,1018.8
2016-09-11,Perth,16.5,11.9,0,15,13,64,57,1024.5,1023
2016-09-12,Perth,17.8,9,0,19,17,57,41,1028.3,1024.9
2016-09-13,Perth,18,8.5,0,15,13,50,32,1029,1025.3
2016-09-14,Perth,20,6.9,0,13,20,57,44,1027.5,1022.8
2016-09-15,Perth,18.6,4.3,0,6,19,59,56,1017.4,1012.8
2016-09-16,Perth,17.3,7.1,5.8,20,9,60,45,1021.4,1020.8
2016-09-17,Perth,18.2,5,0,17,6,56,41,1026.6,1023.7
2016-09-18,Perth,19.1,3.7,0,11,19,62,68,1017.9,1013.6
2016-09-19,Perth,15.8,5.9,13.8,13,15,65,63,1017.3,1017.5
2016-09-20,Perth,19.6,6.5,0,7,9,58,44,1022.1,1019.4
2016-09-21,Perth,23.1,5.2,0,7,9,66,34,1019.4,1015.4
2016-09-22,Perth,18.8,7.2,0,7,17,74,74,1011.5,1011.5
2016-09-23,Perth,15.6,10.2,10.2,15,20,61,55,1015.5,1015.5
2016-09-24,Perth,17.5,6.3,1.2,6,15,71,49,1018.3,1014.4
2016-09-25,Perth,16.7,8.9,15.6,15,17,82,49,1018,1017.7
2016-09-26,Perth,18.3,4.5,0,11,15,67,62,1021.1,1018.7
2016-09-27,Perth,19.7,12,3.6,15,20,62,68,1013.4,1011
2016-09-28,Perth,15.8,6.4,5.4,15,17,55,49,1024.1,1022.4
2016-09-29,Perth,18.7,4.4,0,15,11,54,46,1021.8,1015.5
2016-09-30,Perth,19.1,6.5,0,7,19,63,63,1008.7,1007.1
2016-10-01,Perth,16.5,12.3,4.6,28,30,63,64,1004.5,1006.8
2016-10-02,Perth,17.5,10,2.8,19,19,58,54,1016.8,1017.9
2016-10-03,Perth,18.8,9.1,0,11,13,70,80,1019.9,1019.2
2016-10-04,Perth,21,11.2,0.8,7,15,85,62,1018.7,1016.1
2016-10-05,Perth,23.2,9,0,11,13,69,51,1013.9,1010
2016-10-06,Perth,22.4,12.3,0,13,17,72,63,1010.7,1010.5
2016-10-07,Perth,24.3,14.7,1.2,13,17,83,56,1012.8,1009.7
2016-10-08,Perth,18.8,15.3,9,9,17,91,71,1008.3,1008.9
2016-10-09,Perth,18.2,13,5.2,19,22,71,44,1021.7,1022.4
2016-10-10,Perth,20.7,6.5,0,9,17,56,48,1029.6,1026.4
2016-10-11,Perth,26.2,8.9,0,9,9,54,29,1026.1,1021.5
2016-10-12,Perth,33.1,13.9,0,20,11,30,15,1016.8,1011.3
2016-10-13,Perth,24.5,11.1,0,9,13,75,60,1011.8,1010.7
2016-10-14,Perth,21.4,16,0.6,17,19,62,49,1012.3,1010.9
2016-10-15,Perth,17.2,10.4,4.8,19,22,63,49,1016.6,1018.9
2016-10-16,Perth,19.4,7.8,1.4,11,19,50,51,1026.6,1024.3
2016-10-17,Perth,19.8,9.3,0,11,19,61,58,1025.5,1022.6
2016-10-18,Perth,21.6,10.8,0,13,17,55,48,1023.9,1019.7
2016-10-19,Perth,19.8,8.1,0,9,19,61,57,1017.4,1013.9
2016-10-20,Perth,19.1,11.1,2.6,15,24,52,46,1019.7,1019.7
2016-10-21,Perth,22,7.9,0,15,7,46,28,1028.2,1023.8
2016-10-22,Perth,28.5,9.5,0,17,13,34,14,1023.1,1016.9
2016-10-23,Perth,29.5,10.2,0,7,13,27,19,1012,1010
2016-10-24,Perth,22,10.7,0,11,19,64,56,1013.5,1011.9
2016-10-25,Perth,21.4,8.9,0,6,17,51,62,1016.7,1016.4
2016-10-26,Perth,22.3,8.4,0,6,13,63,47,1020.7,1018.6
2016-10-27,Perth,21.9,9.9,0,13,19,59,48,1020.9,1018.3
2016-10-28,Perth,22.4,9.8,0,15,20,55,43,1015.3,1012.2
2016-10-29,Perth,20,15,1.4,13,20,77,51,1013.1,1014.5
2016-10-30,Perth,21.2,8.9,3,15,22,42,44,1023.7,1020.3
2016-10-31,Perth,22.5,9.7,0,13,20,53,48,1021.8,1018.9
2016-11-01,Perth,25.6,11.2,0,11,17,50,45,1020.2,1015.2
2016-11-02,Perth,30.8,12,0,7,15,45,30,1014.5,1010.8
2016-11-03,Perth,22.9,13.2,0,15,22,65,57,1016.8,1016.8
2016-11-04,Perth,26.1,16,0,9,19,69,53,1022,1018.5
2016-11-05,Perth,37,14.1,0,11,15,45,30,1017.8,1012.7
2016-11-06,Perth,25,18.2,0,15,19,64,67,1014.1,1015.1
2016-11-07,Perth,22.4,11.5,0,13,20,47,50,1019.4,1016.5
2016-11-08,Perth,23.6,9.4,0,7,15,50,46,1014.2,1010.2
2016-11-09,Perth,21.4,13,0,13,20,58,44,1011.4,1010.5
2016-11-10,Perth,21.8,8.2,0,11,15,52,87,1011.6,1009.2
2016-11-11,Perth,21.2,11.2,0.4,17,17,50,49,1016.2,1016.4
2016-11-12,Perth,22.5,8.2,0,9,20,46,52,1022.1,1020.3
2016-11-13,Perth,31.1,11.6,0,13,13,44,32,1023,1017.7
2016-11-14,Perth,36.9,14.1,0,24,11,16,9,1014.1,1008.5
2016-11-15,Perth,35.8,17.3,0,15,15,18,64,1005.7,1004.6
2016-11-16,Perth,21.6,18.6,0,7,9,63,64,1004.6,1007.8
2016-11-17,Perth,21.8,10.6,14,9,20,44,46,1022.7,1021.1
2016-11-18,Perth,30.3,9.9,0,11,17,42,30,1020,1015.7
2016-11-19,Perth,25.6,11.8,0,7,19,50,52,1013.4,1012.1
2016-11-20,Perth,23.5,15.3,0,17,24,43,47,1016.4,1015.6
2016-11-21,Perth,21.8,10.2,0,9,17,49,40,1020.9,1018.2
2016-11-22,Perth,28.2,13,0,11,20,39,38,1019.7,1016
2016-11-23,Perth,33,14.3,0,13,19,34,22,1018.4,1015.8
2016-11-24,Perth,33.9,18,0,13,19,34,25,1018.4,1015.3
2016-11-25,Perth,35.4,16.7,0,15,11,35,14,1017.3,1013.6
2016-11-26,Perth,38.2,18.7,0,17,9,23,11,1013.8,1010.4
2016-11-27,Perth,31,17.1,0,9,17,45,38,1013.2,1013.2
2016-11-28,Perth,29.5,15.2,0,6,15,45,45,1015.4,1013.5
2016-11-29,Perth,25.9,15.3,0,13,19,60,50,1017.3,1013.6
2016-11-30,Perth,26.6,15.1,0,7,22,52,52,1014.5,1012.9
2016-12-01,Perth,24.3,13.7,0,9,17,58,43,1016.4,1013.9
2016-12-02,Perth,27.9,14,0,9,13,46,39,1012.7,1009.1
2016-12-03,Perth,23.4,15.7,0,15,15,55,64,1009.1,1008.8
2016-12-04,Perth,23.6,14.6,1.8,15,20,42,41,1015.3,1012.9
2016-12-05,Perth,23.8,12.8,0,13,22,55,44,1015.4,1014.1
2016-12-06,Perth,24.7,12.9,0,7,17,55,46,1016.9,1014.1
2016-12-07,Perth,24.1,17.8,0,19,19,64,45,1016.5,1015.7
2016-12-08,Perth,30,13.3,0,15,17,40,34,1020.1,1015.4
2016-12-09,Perth,35.8,14.1,0,13,19,27,17,1014.6,1011.7
2016-12-10,Perth,37.6,16.2,0,20,13,16,25,1010.6,1009.8
2016-12-11,Perth,28.6,18.2,0,15,13,67,42,1011.8,1007.5
2016-12-12,Perth,24.6,17.7,7.8,11,20,74,57,1010.1,1011.2
2016-12-13,Perth,24.8,14.4,0,15,19,55,46,1020.6,1018.3
2016-12-14,Perth,30.1,15.6,0,15,15,54,46,1021.5,1016.6
2016-12-15,Perth,33.7,18.3,0,15,17,36,25,1012.1,1009.7
2016-12-16,Perth,30.8,17.9,0,13,15,50,28,1013.9,1010.8
2016-12-17,Perth,30,14.2,0,13,17,45,44,1014,1010.2
2016-12-18,Perth,24.2,15.5,0,13,22,56,54,1012.7,1012.8
2016-12-19,Perth,27.3,14.5,0,9,20,49,46,1016.8,1013.8
2016-12-20,Perth,34.3,16,0,11,11,44,20,1015.2,1010.2
2016-12-21,Perth,42.4,20.3,0,19,9,29,14,1008,1001.7
2016-12-22,Perth,27.1,20,0,17,20,69,51,1010.1,1008.5
2016-12-23,Perth,32.6,17.3,0,9,22,40,31,1009,1005.7
2016-12-24,Perth,29.9,19.2,0,11,22,45,50,1007.1,1004.8
2016-12-25,Perth,32.7,17.9,0,17,17,50,38,1011.3,1007.6
2016-12-26,Perth,32.7,16.2,0,11,19,46,47,1006.7,1003.7
2016-12-27,Perth,22.5,16.3,0.6,22,28,51,47,1005.9,1006.8
2016-12-28,Perth,22.9,13.4,0,15,20,51,44,1012.1,1011
2016-12-29,Perth,24.2,11.8,0,9,15,53,46,1013.8,1010.3
2016-12-30,Perth,23.2,13.1,0,4,24,52,50,1008.9,1008.3
2016-12-31,Perth,27.4,13.1,0,11,19,54,47,1016.3,1013.4
2017-01-01,Perth,31.3,16.3,0,13,19,45,40,1017.2,1013.1
2017-01-02,Perth,37.1,18.2,0,15,9,35,15,1013.8,1010
2017-01-03,Perth,40,18.2,0,11,17,27,15,1010.7,1007.4
2017-01-04,Perth,40.9,18.9,0,20,15,19,12,1007.7,1005.2
2017-01-05,Perth,24.9,20,0,11,19,76,59,1007.7,1007.6
2017-01-06,Perth,23.2,16.9,0,19,20,46,55,1011.8,1009.6
2017-01-07,Perth,24.9,13.8,0,7,20,54,50,1012.5,1009.9
2017-01-08,Perth,30.6,13.7,0,9,22,43,41,1011.7,1009.3
2017-01-09,Perth,35.4,17,0,15,19,43,31,1012.1,1008
2017-01-10,Perth,35.5,17.3,0,9,17,33,27,1010.4,1008.3
2017-01-11,Perth,36,21.2,0,9,15,40,37,1006.1,1003.6
2017-01-12,Perth,23.5,17.1,0.4,20,22,51,51,1008.2,1008.9
2017-01-13,Perth,26,11.5,0,9,20,46,42,1015.7,1012.5
2017-01-14,Perth,37.2,14.3,0,9,15,37,18,1013.2,1009.7
2017-01-15,Perth,35.1,15.3,0,6,19,34,41,1008.4,1006.1
2017-01-16,Perth,26,17.7,0,13,26,57,53,1010.3,1009.3
2017-01-17,Perth,30.5,16.1,0,13,13,49,29,1014.5,1010.9
2017-01-18,Perth,33.8,16.7,0,15,20,48,30,1011,1006.4
2017-01-19,Perth,24.1,17.3,0,15,22,54,54,1011.8,1011
2017-01-20,Perth,26.9,12.4,0,9,17,49,46,1012.3,1009.8
2017-01-21,Perth,33.1,14.9,0,7,17,48,36,1009,1005.4
2017-01-22,Perth,24.4,16.8,0,15,22,61,48,1010.1,1010.7
2017-01-23,Perth,25,12.7,0,11,20,54,45,1016.8,1015.5
2017-01-24,Perth,32.2,13.5,0,13,17,43,30,1018,1014.7
2017-01-25,Perth,39.4,15.8,0,13,15,32,20,1016.8,1013
2017-01-26,Perth,42,21.3,0,19,11,17,9,1012.9,1009.3
2017-01-27,Perth,34,21.4,0,9,19,45,39,1009.9,1007.8
2017-01-28,Perth,38.8,20.1,0,9,17,42,33,1008.8,1004.5
2017-01-29,Perth,25.8,21.4,6.2,7,2,90,75,1011.3,1010.3
2017-01-30,Perth,20.3,16.7,7,9,9,92,93,1016.8,1014.4
2017-01-31,Perth,22.9,16.1,31.8,7,9,92,87,1014.7,1012.3
2017-02-01,Perth,30.3,16.5,2.8,9,13,64,54,1017.9,1015.7
2017-02-02,Perth,31.8,19.2,0,13,9,72,50,1017.2,1012
2017-02-03,Perth,32.6,19.3,0,7,17,53,44,1009.1,1006.9
2017-02-04,Perth,27.6,16.5,0,11,17,62,55,1009.2,1007.5
2017-02-05,Perth,30.4,19,0,11,13,55,36,1012.1,1008.7
2017-02-06,Perth,34.1,16.7,0,13,11,51,30,1010.7,1005.8
2017-02-07,Perth,30.3,20.8,0,6,24,57,63,1004.3,1004.4
2017-02-08,Perth,26.6,14.9,0,20,17,52,26,1012.7,1009.9
2017-02-09,Perth,17.4,14.1,2.6,11,13,86,85,1012.5,1008.8
2017-02-10,Perth,22.4,14.8,114.4,19,9,92,94,1007.5,1007.2
2017-02-11,Perth,26.2,16.5,15,13,15,74,65,1010.3,1010.8
2017-02-12,Perth,28.3,20.1,0,20,17,72,55,1015.1,1013.9
2017-02-13,Perth,34,21.4,0,15,9,67,51,1013.4,1010.4
2017-02-14,Perth,30.7,23.8,0,9,11,72,58,1012.4,1012.4
2017-02-15,Perth,32.4,20.6,0,11,13,71,52,1015.1,1011.9
2017-02-16,Perth,30.8,18.6,0,9,13,62,47,1014.9,1012.3
2017-02-17,Perth,32.4,16.2,0,9,11,53,33,1018.5,1015.7
2017-02-18,Perth,35.1,17.9,0,15,13,51,32,1019.4,1015.7
2017-02-19,Perth,37.7,23.4,0,17,13,33,38,1014.3,1011.4
2017-02-20,Perth,26.4,20.4,0,11,17,65,56,1013.4,1010.7
2017-02-21,Perth,22.1,16.5,2.4,26,22,57,45,1014.3,1015.5
2017-02-22,Perth,24.1,10.1,0,13,17,59,49,1021.9,1019.8
2017-02-23,Perth,30.6,12.7,0,7,13,58,42,1021.9,1018.7
2017-02-24,Perth,36.5,16.2,0,17,13,42,18,1020.6,1016.8
2017-02-25,Perth,39.3,18.3,0,15,7,28,12,1015.5,1011.3
2017-02-26,Perth,29.4,18,0,13,13,69,53,1011.7,1011.6
2017-02-27,Perth,29.8,15.7,0,6,13,55,47,1015.3,1013.5
2017-02-28,Perth,33,17.9,0,7,13,57,45,1014.8,1012.3
2017-03-01,Perth,37.7,20.1,0,9,11,55,34,1013.8,1010.9
2017-03-02,Perth,29.9,22.9,2.4,11,9,89,81,1015.4,1015.5
2017-03-03,Perth,35.2,20.3,0.2,6,17,66,45,1016.2,1013.2
2017-03-04,Perth,36.1,22.9,0,7,13,51,35,1015.6,1012.6
2017-03-05,Perth,36.2,21.3,0,13,7,56,29,1015.9,1012
2017-03-06,Perth,34.7,19.2,0,2,13,54,38,1013.4,1010.6
2017-03-07,Perth,33.8,17.9,0,2,15,73,51,1013.2,1009.3
